"Name","Address","Group","Notes","Gender","Ethnicity","Date.Opened","Date.Closed","yrOpen","yrClose","decadeOpen","decadeClose","singleOut","lon","lat","decade"
"Follies","24 O St SE Washington DC","Club/Bar","Owners: Edward Dawson, Martin Crowetz.  Manager Wilson Fitzsimmons. Indicted as 'bawdy house' in November 1992.  One of many SE gay establishments shuttered for construction of the Washington Nationals ballpark.","M","","10/1/1978","Mar-06","78","06",1970,2000,"",-76.970084,38.848158,"2000-Present"
"Glorious Health Club","24 O St SE Washington DC","Club/Bar","Owner Bob Siegel.  One of many SE gay establishments shuttered for construction of the Washington Nationals ballpark.","M","","1980","Apr-06","80","06",1980,2000,"",-76.970084,38.848158,"2000-Present"
"Glorious Health Club Spa & Art Gallery","2120 West Virginia Avenue NE Washington DC","Club/Bar","Owner Bob Siegel.  Men’s spa and steam room.  Relocated following closure of 24 O St SE location.  Added “Art Gallery’ to title in June 2007 after temporary closure by the city.  Alternately known as 2120 Club.","M","","2007","","07","",2000,2000,"",-76.9798109,38.9162072,"2000-Present"
"Heat","18 O St SE Washington DC","Club/Bar","Men’s bar, replaced La Cage aux Follies.  Nude male dancers. Owner Bob Siegel.  Taken by eminent domain to build baseball stadium.","M","","Jan-05","Apr-06","05","06",2000,2000,"",-76.979007,38.868232,"2000-Present"
"Kingdom","2001 11th St NW Washington DC","Club/Bar","Sunday evening for gay men at the re-opened Bohemian Caverns.  The site was one of the earliest African-American and white gay meeting places, as the Crystal Caverns, in the 1930s.","M","","2001","?","01","",2000,2000,"",-77.0267574,38.9171904,"2000-Present"
"Lizard Lounge","1520 14th St NW Washington DC","Club/Bar","Gay male dance night at the Saint, Sundays.  Moved from 1520 14th St to 1223 Club on CT Ave.  Founder Mark Lee shut the promotion down when D.C. banned indoor smoking.","M","","6/21/1998","4/9/2006","98","06",1990,2000,"",-77.0322874,38.9102745,"2000-Present"
"Lizard Lounge","1223 Connecticut Ave NW Washington DC","Club/Bar","Gay male dance night at the Saint, Sundays.  Moved from 1520 14th St to 1223 Club on CT Ave.  Founder Mark Lee shut the promotion down when D.C. banned indoor smoking.","M","","6/22/1998","4/10/2006","98","06",1990,2000,"",-77.0412523,38.9066832,"2000-Present"
"Mova","2204 14th St NW Washington DC","Club/Bar","Miami-based club reopened in a second DC location, replacing the P St location closed in 2010.","M","","1/13/2012","","12","",2010,2010,"",-77.0321796,38.9194325,"2000-Present"
"Mr. P's","2147 P St NW Washington DC","Club/Bar","First gay club on the P St. strip. Patio behind the building. George Dotson and Gene Newsome first owners.  John Mako second owner.  Long tradition of drag shows.  Hostesses included Erica Kane, Xavier Bloomingdale, and Marilyn Monroe.  Upstairs bar called the Loft, Monday night leather crowd, Centaurs.","M","","3/1/1976","1/10/2004","76","04",1970,2000,"",-77.0482038,38.9098529,"2000-Present"
"Omega","2122 P St NW rear Washington DC","Club/Bar","The Fraternity House changed its name and décor to Omega.  The dance floor was removed.  After Cobalt burned (1998), Omega became the site of a Monday night drag show hosted by J C Van Raine. Popular Thursday night karaoke show.  Owner: Glenn Thompson.  Building sold at the end of 2012, shutting down the club.","M","","Apr-97","12/26/2012","97","12",1990,2010,"",-77.0475841,38.9094857,"2000-Present"
"Opera","1777 Columbia Rd NW Washington DC","Club/Bar","Popular dance club replaced Dakota","M","","5/4/1990","Jun-05","90","05",1990,2000,"",-77.0421739,38.9234624,"2000-Present"
"Secrets","1345 Half St SE Washington DC","Club/Bar","Behind Ziegfeld’s, featured nude dancers.  One of the businesses closed down by the city to build the Washington Nationals ballpark.  (See also entry for Ziegfeld’s.)","M","","Nov-89","Apr-06","89","06",1980,2000,"",-77.0074621,38.8753783,"2000-Present"
"Sunday Mass","1214 18th St NW (at FIVE) Washington DC","Club/Bar","Occasional early Sunday morning gay dance nights","M","","2003","2004","03","04",2000,2000,"",-77.0419233,38.906271,"2000-Present"
"Titan (Titan’s Ramrod)","1337 14th St NW Washington DC","Club/Bar","Upstairs bar above Hamburger Mary's/Dakota Cowgirl.  Used by BHT for annual grant awards and for fundraising events.  Briefly home to Ester Goldberg’s comedy revue after she left Chaos.  (See also entries for Dakota Cowgirl; Hamburger’s Mary’s.)","M","","2001","12/23/2007","01","07",2000,2000,"",-77.0314911,38.9084931,"2000-Present"
"Wet","52 L St SE Washington DC","Club/Bar","Followed Lost & Found and Quorum at this location.  (See also entries for Edge; Lost & Found; Quorum; Zone.)","M","","1999","2006","99","06",1990,2000,"",-77.0082399,38.8775342,"2000-Present"
"Windows","1637 17th St NW Washington DC","Club/Bar","Above Dupont Italian Kitchen restaurant; nicknamed ""widows,” after its predominantly older crowd.  (See also entry for DIK Bar.)","M","","6/14/1996","2002","96","02",1990,2000,"",-77.0382431,38.912428,"2000-Present"
"Cage","1811 14th St NW Washington DC","Club/Bar","Gay night at Alchemy on Thursdays,","M","","2000","?","00","",2000,2000,"",-77.0315407,38.9145842,"2000-Present"
"Ebony II","1101-A Kenyon St NW Washington DC","Club/Bar","","MW","African-American","2001","?","01","",2000,2000,"",-77.0279377,38.9299362,"2000-Present"
"Club Fuego","1438 U St Washington DC","Club/Bar","Hispanic gay Saturday dance night at Cada Vez restaurant.  The weekly Latino gay night started in 2003 at the Four Points Sheraton and moved to Cada Vez in 2005.  It was briefly at the Tequila Grill on K St NW.  Neighborhood and ANC pressed for reduced noise and hours, videotaped patrons entering and leaving in 2005.  Club first opened at the Four Points Sheraton (K & 12th NW) in January 2004, then moved to Tequila Grill (K & 20th NW) in June 2004.  Hosted Universo Latina drag pageant in April 2004.","MW","Latino","2003","?","03","",2000,2000,"",-77.0337844,38.9167467,"2000-Present"
"Deco Cabana","2122 P St NW Washington DC","Club/Bar","Latino club that followed Escandalo at this location, drag shows, popular late 90s.","MW","Latino","Apr-98","2000","98","00",1990,2000,"",-77.0476099,38.9095043,"2000-Present"
"1409 Playbill Café","1409 14th St NW Washington DC","Club/Bar","Popular restaurant, featuring drag bingo and performance art","MW","","1998","9/30/2011","98","11",1990,2010,"",-77.0319065,38.9094045,"2000-Present"
"Apex","1415 22nd St NW Washington DC","Club/Bar","In 2002, the owner of Badlands renamed the club Apex.  (See also entries for Badlands; Phase One of Dupont.)","MW","","2002","Jul-11","02","11",2000,2010,"",-77.048432,38.9090921,"2000-Present"
"Badlands","1415 22nd St NW Washington DC","Club/Bar","Popular Dupont dance bar, managed by Sophie Tucker (Don Gilliken) for many years.   Home for many years of the Miss Capitol Pride pageant.  Accused of carding in the early 1980s.  Video bar, Annex, upstairs.  (See also entries for Apex; Phase One of Dupont.)","MW","","1984","2002","84","02",1980,2000,"",-77.048432,38.9090921,"2000-Present"
"Black Cat","1831 14th St NW Washington DC","Club/Bar","Drew gay crowd on Saturday nights, lesbian shows late 90s.  Home of the popular women's program Mothertongue.","MW","","1993","2001","93","01",1990,2000,"dec90",-77.0316065,38.9150495,"2000-Present"
"Chaos","1603 17th St NW Washington DC","Club/Bar","Replaced the short-lived Q Club.  Original owners:  Wes Sullivan, Carlos Aguilar. Chaos became a very diverse club with Latino, women's, and drag nights. Drag bingo (Tues), women’s night (Wed.) drag show (Sat), Latino drag (Fri.).  Hosted DC's only regularly scheduled drag kings show.  Among other show hosts have been Lena Lett, Leona Hemsley, Xavier Bloomingdale, Jordan Taylor, Gigi Couture, and Regina Joezet.","MW","","6/5/1998","2008","98","08",1990,2000,"",-77.0381965,38.9113924,"2000-Present"
"Dakota Cowgirl","1337 14th St NW Washington DC","Club/Bar","Popular 14th St restaurant, replaced Hamburger Mary’s at this location.  (See also entries for Hamburger Mary’s; Titan Bar.)","MW","","2006","12/23/2007","06","07",2000,2000,"",-77.0314911,38.9084931,"2000-Present"
"Excursions","1214B 18th St NW Washington DC","Club/Bar","Monthly parties organized by Tony Vila, attract mixed gay/straight crowd","MW","","Dec-04","?","04","",2000,2000,"",-77.0419233,38.906271,"2000-Present"
"Fab Lounge","1805 Connecticut Ave NW Washington DC","Club/Bar","Fab Lounge, located above a straight strip club, on the southeast corner of Florida and Connecticut Avenues, was delayed in opening by protests to the local ANC.","MW","","5/4/2006","","06","",2000,2000,"",-77.0458135,38.9144094,"2000-Present"
"Franklyn's","2000 18th St NW Washington DC","Community Site","18th St. coffeeshop with leather influence.  Regularly hosts fundraisers for the drag and leather communities","MW","","1999","2002","99","02",1990,2000,"",-77.0418522,38.9171035,"2000-Present"
"Halo","1435 P St. Washington DC","Club/Bar","Popular lounge on P St near 14th St.  First smoke-free lounge or bar in the gay community.  Halo attracts a youngish largely male crowd.  (See also entries for Mova.)","MW","","8/11/2004","2010","04","10",2000,2010,"",-77.0333881,38.9098809,"2000-Present"
"Hamburger Mary's","1337 14th St NW Washington DC","Club/Bar","Popular 14th St restaurant.  (See also entries for Dakota Cowgirl; Titan Bar.)","MW","","2001","2006","01","06",2000,2000,"",-77.0314911,38.9084931,"2000-Present"
"Hush","2473 18th St NW Washington DC","Club/Bar","Gay Thursday nights at Club Chloe","MW","","6/9/2005","2009","05","09",2000,2000,"",-77.0422671,38.9223987,"2000-Present"
"Sheridan's Dance Hall & Saloon","713 8th St SE Washington DC","Club/Bar","Country & western restaurant and dance club.  Hosted drag bingo Wednesday nights and drag pageants.  Owner: Sandy Thompson","MW","","1999","Jan-03","99","03",1990,2000,"",-76.9953252,38.8807696,"2000-Present"
"Town Danceboutique","2009 8th St NW Washington DC","Club/Bar","Major weekend-only dance club.  Features nightly drag performances.","MW","","2007","","07","",2000,2000,"",-77.0226758,38.9170924,"2000-Present"
"Velvet Nation","S Capitol & K St SE Washington DC","Club/Bar","Saturday night gay night at the Nation nightclub.  Ed Bailey and John Guggenmos, producers.   Popular gay dance club closed due to development around a new baseball stadium site.","MW","","3/27/1999","7/15/2006","99","06",1990,2000,"",-77.0059191,38.8542698,"2000-Present"
"Zei Alley","1415 Zei Alley Washington DC","Club/Bar","Club that hosted a variety of gay dance nights, including Atlas (and later Tantrum) on Friday nights.","MW","","Nov-92","Oct-01","92","01",1990,2000,"",-77.0321586,38.9007818,"2000-Present"
"Ziegfeld's","1345 Half St SE Washington DC","Club/Bar","Club that followed the Other Side at this location.  Backroom (Secrets) had nude male dancers.  Ziegfeld's hosted drag shows Thursday through Sunday.  Ella Fitzgerald hostess and show director.  Thursday nights were hosted by Sabrina White, Vita Opulence and others.  Owners: Chris Jansen, Allen Carroll.  Closed by eminent domain to use site for Washington Nationals ballpark.","MW","","3/11/1988","4/6/2006","88","06",1980,2000,"",-77.0074621,38.8753783,"2000-Present"
"Lambda Rising","1625 Connecticut Ave NW Washington DC","Community Site","","MW","","6/1/1984","Jan-10","84","10",1980,2010,"books",-77.0443648,38.9119808,"2000-Present"
"Between Friends","1115A U St NW Washington DC","Club/Bar","African-American-owned dance club, initially primarily a lesbian club.  Offered use of its space to community groups such as SMYAL, Mautner Project, and others.  Owners: Ibijinka Hicks, Addie Johnson, Tedara Lindsay, Vicki Harris.  The club ultimately closed in 2004 following problems with clubgoers.","W","African-American","1/1/2003","2004","03","04",2000,2000,"",-77.0276204,38.9171386,"2000-Present"
"Chocolate Bar","1928 9th St NW Washington DC","Club/Bar","A women's dance bar, Saturday's, organized by Loving People Like You, inc.","W","","2001","?","01","",2000,2000,"",-77.0242853,38.9163852,"2000-Present"
"Ellington's on 8th","424A 8th St SE Washington DC","Club/Bar","Women's club on Sundays","W","","May-98","2007","98","07",1990,2000,"",-76.9947425,38.8830839,"2000-Present"
"Hung Jury","1819 H St NW Washington DC","Club/Bar","One of the longest running women's bars in the city; dancing.","W","","1984","2002","84","02",1980,2000,"",-77.0420502,38.9002155,"2000-Present"
"Phase One of Dupont","1415 22nd St NW Washington DC","Club/Bar","Second location for Phase One (open simultaneously to Capitol Hill venue).  Took over the building that previously housed Apex and Badlands.  (See also entries for Apex; Badlands.)","W","","Feb-12","","12","",2010,2010,"",-77.048432,38.9090921,"2000-Present"
"Lammas","1426 21st St NW Washington DC","Community Site","Cultural center and bookstore for DC lesbian and feminist community.  Mary Farmer sold Lammas to Jane Troxell, Rosa Fennell, Marge Darling & Susan Fletcher in March 1993","W","","3/1/1986","2000","86","00",1980,2000,"books",-77.0468232,38.9094543,"2000-Present"
"Lammas","1533 17th St NW Washington DC","Community Site","Final location for Lammas.","W","","2000","2001","00","01",2000,2000,"books",-77.0383024,38.9108621,"2000-Present"
"Mova","1435 P St NW Washington DC","Club/Bar","Halo converted to Mova under new management; rent and other financial disputes led to closing.  (See also entry for Halo.)","","African-American","1/1/2010","12/17/2010","10","10",2010,2010,"",-77.0333881,38.9098809,"2000-Present"
"BeBar","1318 9th Street, NW Washington DC","Club/Bar","Opening of gay bar in Shaw neighborhood drew protests from African-American churches.  There were several incidents of anti-gay  violence associated with BeBar patrons.  Re-opened as the EFN Lounge.  Owner Michael Watson.  (See entry for EFN Lounge.)","","","Sep-06","5/7/2009","06","09",2000,2000,"",-77.0242723,38.907914,"2000-Present"
"Black Cat","1811 14th St. NW Washington DC","Club/Bar","Frequent host for Mixtape and Gay/Bash! gay dance parties in new location, late 2000s.","","","2001","","01","",2000,2000,"dec90",-77.0315407,38.9145842,"2000-Present"
"Bohemian Caverns","2001 11th St NW Washington DC","Club/Bar","Bohemian Caverns, formerly Crystal Caverns, became a venue for occasional celebrations by African American social clubs such as the Best of Washington.  A short-lived drag cabaret in 2000 was succeeded by an African American gay dance night called Poison","","","2000","2002","00","02",2000,2000,"",-77.0267574,38.9171904,"2000-Present"
